"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"62","2016-045982",91,"AUTOTHEFT",2016-04-27,4,"Wednesday",-92.3402742,34.7802925,"3100 N UNIVERSITY","Little Rock"," Arkansas"
"63","2016-064249",40,"AUTOTHEFT",2016-06-11,6,"Saturday",-92.2639324,34.7431783,"300 FERRY ST","Little Rock"," Arkansas"
"64","2016-098968",53,"AUTOTHEFT",2016-09-02,9,"Friday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"65","2016-105124",40,"AUTOTHEFT",2016-09-17,9,"Saturday",-92.2625272,34.7470283,"600 E PRESIDENT CLINTON","Little Rock"," Arkansas"
"66","2016-132725",61,"AUTOTHEFT",2016-11-25,11,"Friday",-92.356384,34.74228,"7300 W 12TH ST","Little Rock"," Arkansas"
"67","2016-003236",71,"AUTOTHEFT",2016-01-08,1,"Friday",-92.4088297,34.7576014,"420 NAPA VALLEY DR","Little Rock"," Arkansas"
"68","2016-007704",53,"AUTOTHEFT",2016-01-20,1,"Wednesday",-92.3175716,34.7258264,"3924 W ROOSEVELT RD","Little Rock"," Arkansas"
"69","2016-021998",71,"AUTOTHEFT",2016-02-27,2,"Saturday",-92.4088297,34.7576014,"420 NAPA VALLEY DR","Little Rock"," Arkansas"
"70","2016-028261",91,"AUTOTHEFT",2016-03-14,3,"Monday",-92.3687718,34.6449182,"7912 CLAYBROOK RD","Little Rock"," Arkansas"
"71","2016-059259",51,"AUTOTHEFT",2016-05-28,5,"Saturday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"72","2016-065857",91,"AUTOTHEFT",2016-06-02,6,"Thursday",-92.3716262,34.6365123,"8500 CASTLE VALLEY RD","Little Rock"," Arkansas"
"73","2016-071928",91,"AUTOTHEFT",2016-06-21,6,"Tuesday",-92.3860482,34.6613842,"9817 MABELVALE PIKE","Little Rock"," Arkansas"
"74","2016-093730",91,"AUTOTHEFT",2016-08-18,8,"Thursday",-92.3716262,34.6365123,"8500 CASTLE VALLEY RD","Little Rock"," Arkansas"
"75","2016-089308",91,"AUTOTHEFT",2016-08-08,8,"Monday",-92.3776369,34.674427,"8412 MABELVALE CTF","Little Rock"," Arkansas"
"76","2016-103296",93,"AUTOTHEFT",2016-09-12,9,"Monday",-92.423202,34.669112,"502 STAGECOACH VILLAGE CIR","Little Rock"," Arkansas"
"77","2016-106229",80,"BATTERY 1ST DEGREE",2016-09-19,9,"Monday",-92.2809477,34.7104051,"6500 S ARCH ST","Little Rock"," Arkansas"
"78","2016-131729",54,"BATTERY 1ST DEGREE",2016-11-22,11,"Tuesday",-92.289988,34.7438376,"4000 INTERSTATE 630","Little Rock"," Arkansas"
"79","2016-078032",90,"BATTERY 2ND DEGREE",2016-07-12,7,"Tuesday",-92.409336,34.7088337,"13700 DAVID O DODD RD","Little Rock"," Arkansas"
"80","2016-040130",64,"BATTERY 2ND DEGREE",2016-04-13,4,"Wednesday",-92.376042,34.7400383,"1515 KANIS PARK DR","Little Rock"," Arkansas"
"81","2016-110776",91,"BREAKING ",2016-10-01,10,"Saturday",-92.3681549,34.6447573,"2 COURTFIELD DR","Little Rock"," Arkansas"
"82","2016-121197",91,"BREAKING ",2016-10-27,10,"Thursday",-92.3695237,34.6477329,"8120 OXFORD VALLEY DR","Little Rock"," Arkansas"
"83","2016-145673",91,"BREAKING ",2016-12-29,12,"Thursday",-92.3729939,34.649739,"11022 APPOMATTOX DR","Little Rock"," Arkansas"
"84","2016-145607",92,"BREAKING ",2016-12-29,12,"Thursday",-92.3978523,34.6593829,"57 ANGEL CT","Little Rock"," Arkansas"
"85","2016-145568",92,"BREAKING ",2016-12-29,12,"Thursday",-92.3970421,34.6597011,"47 ANGEL CT","Little Rock"," Arkansas"
"86","2016-145268",92,"BREAKING ",2016-12-27,12,"Tuesday",-92.3901817,34.6585384,"76 PINEDALE CIR","Little Rock"," Arkansas"
"87","2016-009839",62,"BREAKING ",2016-01-27,1,"Wednesday",-92.3524416,34.7179754,"3524 W 36TH ST","Little Rock"," Arkansas"
"88","2016-112927",71,"BREAKING ",2016-10-06,10,"Thursday",-92.4117429,34.7718511,"13121 HINSON RD","Little Rock"," Arkansas"
"89","2016-125948",64,"BREAKING ",2014-11-07,11,"Friday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"90","2016-001097",61,"BREAKING ",2016-01-03,1,"Sunday",-92.3590649,34.7463064,"1024 S MISSISSIPPI ST","Little Rock"," Arkansas"
"91","2016-005475",91,"BREAKING ",2016-01-15,1,"Friday",-92.3725312,34.6480202,"11309 APPOMATTOX DR","Little Rock"," Arkansas"
"92","2016-005467",91,"BREAKING ",2016-01-15,1,"Friday",-92.376233,34.649849,"8802 PEA RIDGE","Little Rock"," Arkansas"
"93","2016-009215",70,"BREAKING ",2016-01-25,1,"Monday",-92.3969409,34.7913069,"99 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"94","2016-009177",62,"BREAKING ",2016-01-25,1,"Monday",-92.3950167,34.7584768,"10800 MARA LYNN DR","Little Rock"," Arkansas"
"95","2016-010464",92,"BREAKING ",2016-01-28,1,"Thursday",-92.4163425,34.6269038,"12024 VIMY RIDGE RD","Little Rock"," Arkansas"
"96","2016-010361",71,"BREAKING ",2016-01-28,1,"Thursday",-92.4088297,34.7576014,"420 NAPA VALLEY DR","Little Rock"," Arkansas"
"97","2016-011437",40,"BREAKING ",2016-01-31,1,"Sunday",-92.2639324,34.7431783,"200 FERRY ST","Little Rock"," Arkansas"
"98","2016-021357",72,"BREAKING ",2016-02-26,2,"Friday",-92.504518,34.8092645,"0 CHALAMONT DR","Little Rock"," Arkansas"
"99","2016-024519",92,"BREAKING ",2016-03-05,3,"Saturday",-92.4244805,34.632121,"14103 PLEASANT HILL RD","Little Rock"," Arkansas"
"100","2016-026309",91,"BREAKING ",2016-03-10,3,"Thursday",-92.3720492,34.6477056,"8306 OXFORD VALLEY DR","Little Rock"," Arkansas"
"101","2016-027312",91,"BREAKING ",2016-03-12,3,"Saturday",-92.3884584,34.6557356,"7706 MABELVALE CTF","Little Rock"," Arkansas"
"102","2016-031424",91,"BREAKING ",2016-03-18,3,"Friday",-92.3711624,34.6490186,"3 SHENANDOAH CIR","Little Rock"," Arkansas"
"103","2016-029566",91,"BREAKING ",2016-03-18,3,"Friday",-92.3777177,34.6503169,"8909 MANASSAS CIR","Little Rock"," Arkansas"
"104","2016-031936",91,"BREAKING ",2016-03-23,3,"Wednesday",-92.3726662,34.6532224,"8415 FAIRWOOD RD","Little Rock"," Arkansas"
"105","2016-032154",91,"BREAKING ",2016-03-24,3,"Thursday",-92.3814971,34.6482565,"11224 HEINKE RD","Little Rock"," Arkansas"
"106","2016-031925",91,"BREAKING ",2016-03-24,3,"Thursday",-92.3666128,34.6374867,"7812 BUNCH RD","Little Rock"," Arkansas"
"107","2016-041011",92,"BREAKING ",2016-04-15,4,"Friday",-92.4245384,34.631191,"14101 PLEASANT HILL RD","Little Rock"," Arkansas"
"108","2016-048183",91,"BREAKING ",2016-05-03,5,"Tuesday",-92.3725505,34.6344774,"12721 COULTER LAKE RD","Little Rock"," Arkansas"
"109","2016-051866",43,"BREAKING ",2016-05-12,5,"Thursday",-92.333029,34.7654379,"703 EDGEWOOD RD","Little Rock"," Arkansas"
"110","2016-057382",64,"BREAKING ",2016-05-25,5,"Wednesday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"111","2016-069925",70,"BREAKING ",2016-06-24,6,"Friday",-92.413287,34.8039179,"100 RIVERCREST DR","Little Rock"," Arkansas"
"112","2016-084315",91,"BREAKING ",2016-07-27,7,"Wednesday",-92.3876489,34.6441844,"4 PECAN ORCHARD CV","Little Rock"," Arkansas"
"113","2016-086900",91,"BREAKING ",2016-08-03,8,"Wednesday",-92.3884584,34.6557356,"9401 MABELVALE CTF","Little Rock"," Arkansas"
"114","2016-092178",71,"BREAKING ",2016-08-16,8,"Tuesday",-92.4369169,34.7392338,"14004 FLATROCK POINT","Little Rock"," Arkansas"
"115","2016-097820",53,"BREAKING ",2016-08-30,8,"Tuesday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"116","2016-098407",50,"BREAKING ",2016-09-01,9,"Thursday",-92.3064777,34.7508862,"3000 W W MARKHAM ST CV","Little Rock"," Arkansas"
"117","2016-103255",90,"BREAKING ",2016-09-13,9,"Tuesday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"118","2016-108642",90,"BREAKING ",2016-09-18,9,"Sunday",-92.3610426,34.6880181,"6701 N CHICOT RD","Little Rock"," Arkansas"
"119","2016-108993",91,"BREAKING ",2016-09-27,9,"Tuesday",-92.373071,34.6510333,"8505 SHILOH DR","Little Rock"," Arkansas"
"120","2016-108982",91,"BREAKING ",2016-09-27,9,"Tuesday",-92.3710852,34.6477243,"8212 OXFORD VALLEY DR","Little Rock"," Arkansas"
"121","2016-119268",51,"BREAKING ",2016-10-22,10,"Saturday",-92.289988,34.7438376,"0 INTERSTATE 630","Little Rock"," Arkansas"
"122","2016-143426",90,"BREAKING ",2016-12-14,12,"Wednesday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"123","2016-140416",71,"BREAKING ",2016-12-14,12,"Wednesday",-92.4088297,34.7576014,"420 NAPA VALLEY DR","Little Rock"," Arkansas"
"124","2016-145614",93,"BREAKING ",2016-12-29,12,"Thursday",-92.3729361,34.6501505,"11000 APPOMATTOX DR","Little Rock"," Arkansas"
"125","2016-007727",91,"BREAKING ",2016-01-20,1,"Wednesday",-92.367192,34.643008,"7721 CLAYBROOK RD","Little Rock"," Arkansas"
"126","2016-008437",92,"BREAKING ",2016-01-21,1,"Thursday",-92.4074261,34.6408857,"11311 ALEXANDER RD","Little Rock"," Arkansas"
"127","2016-013779",93,"BREAKING ",2016-02-05,2,"Friday",-92.4234649,34.669477,"607 STAGECOACH VILLAGE CIR","Little Rock"," Arkansas"
"128","2016-015284",40,"BREAKING ",2016-02-05,2,"Friday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"129","2016-015223",61,"BREAKING ",2016-02-09,2,"Tuesday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"130","2016-018054",91,"BREAKING ",2016-02-17,2,"Wednesday",-92.3721296,34.6457279,"11506 LEGION HUT RD","Little Rock"," Arkansas"
"131","2016-029593",91,"BREAKING ",2016-03-17,3,"Thursday",-92.3740543,34.6486602,"8520 KENNESAW MOUNTAIN DR","Little Rock"," Arkansas"
"132","2016-029529",91,"BREAKING ",2016-03-17,3,"Thursday",-92.3765222,34.649865,"8808 PEA RIDGE CIR","Little Rock"," Arkansas"
"133","2016-029513",91,"BREAKING ",2016-03-17,3,"Thursday",-92.376233,34.649849,"8802 PEA RIDGE CIR","Little Rock"," Arkansas"
"134","2016-034624",91,"BREAKING ",2016-03-30,3,"Wednesday",-92.389022,34.643245,"12 OLD ORCHARD DR","Little Rock"," Arkansas"
"135","2016-036405",91,"BREAKING ",2016-04-03,4,"Sunday",-92.3852285,34.6549759,"9800 LEAH LN","Little Rock"," Arkansas"
"136","2016-043299",91,"BREAKING ",2016-04-04,4,"Monday",-92.3721649,34.655478,"8402 UNIVERSITY RD","Little Rock"," Arkansas"
"137","2016-100079",91,"BREAKING ",2016-09-04,9,"Sunday",-92.3704683,34.6346473,"11 WHISPERING OAK DR","Little Rock"," Arkansas"
"138","2016-101382",63,"BREAKING ",2016-09-07,9,"Wednesday",-92.2995366,34.7505364,"7 RICE ST","Little Rock"," Arkansas"
"139","2016-122837",64,"BREAKING ",2016-10-30,10,"Sunday",-92.3885153,34.7090496,"101 TIMBERLAND DR","Little Rock"," Arkansas"
"140","2016-127601",71,"BREAKING ",2016-11-11,11,"Friday",-92.4088297,34.7576014,"420 NAPA VALLEY DR","Little Rock"," Arkansas"
"141","2016-127559",70,"BREAKING ",2016-11-11,11,"Friday",-92.4088297,34.7576014,"420 NAPA VALLEY DR","Little Rock"," Arkansas"
"142","2016-129442",70,"BREAKING ",2016-11-16,11,"Wednesday",-92.406681,34.795317,"11109 PLEASANT RIDGE CT","Little Rock"," Arkansas"
"143","2016-033399",92,"BREAKING ",2016-03-27,3,"Sunday",-92.3925749,34.6345295,"10200 RAVENWOOD CIR","Little Rock"," Arkansas"
"144","2016-042991",71,"BREAKING ",2016-04-14,4,"Thursday",-92.4088297,34.7576014,"420 NAPA VALLEY DR","Little Rock"," Arkansas"
"145","2016-043809",61,"BREAKING ",2016-04-22,4,"Friday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"146","2016-052907",81,"BREAKING ",2016-05-12,5,"Thursday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"147","2016-065324",63,"BREAKING ",2016-06-13,6,"Monday",-92.3969409,34.7913069,"99 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"148","2016-067757",72,"BREAKING ",2016-06-17,6,"Friday",-92.4839684,34.769924,"24 WILDWOOD PLACE CIR","Little Rock"," Arkansas"
"149","2016-067862",92,"BREAKING ",2016-06-19,6,"Sunday",-92.4237857,34.6283762,"28 PENNY LN","Little Rock"," Arkansas"
"150","2016-070737",92,"BREAKING ",2016-06-27,6,"Monday",-92.424384,34.6270467,"5 NICKEL CV","Little Rock"," Arkansas"
"151","2016-072507",91,"BREAKING ",2016-06-30,6,"Thursday",-92.367674,34.6396873,"7913 HILLSBORO RD","Little Rock"," Arkansas"
"152","2016-062649",52,"BREAKING ",2016-06-06,6,"Monday",-92.2809477,34.7104051,"4500 S ARCH ST","Little Rock"," Arkansas"
"153","2016-063270",91,"BREAKING ",2016-06-08,6,"Wednesday",-92.3884584,34.6557356,"8703 MABELVALE CTF","Little Rock"," Arkansas"
"154","2016-077532",64,"BREAKING ",2016-07-11,7,"Monday",-92.3955178,34.7227867,"3405 SHACKLEFORD PASS","Little Rock"," Arkansas"
"155","2016-080232",92,"BREAKING ",2016-07-17,7,"Sunday",-92.4301169,34.6378412,"13801 ALEXANDER RD","Little Rock"," Arkansas"
"156","2016-084373",62,"BREAKING ",2016-07-27,7,"Wednesday",-92.353005,34.725887,"700 BURTON DR","Little Rock"," Arkansas"
"157","2016-090558",92,"BREAKING ",2016-08-11,8,"Thursday",-92.3901817,34.6585384,"76 PINEDALE CIR","Little Rock"," Arkansas"
"158","2016-101616",91,"BREAKING ",2016-09-05,9,"Monday",-92.3550534,34.6502653,"5113 YORKWOOD DR","Little Rock"," Arkansas"
"159","2016-101066",60,"BREAKING ",2016-09-06,9,"Tuesday",-92.3581757,34.7715947,"2124 N MISSISSIPPI ST","Little Rock"," Arkansas"
"160","2016-141468",91,"BREAKING ",2016-12-18,12,"Sunday",-92.3694658,34.6532844,"10703 LEGION HUT RD","Little Rock"," Arkansas"
"161","2016-108883",91,"BREAKING ",2016-09-19,9,"Monday",-92.389704,34.641799,"12001 SARDIS RD","Little Rock"," Arkansas"
"162","2016-058793",91,"BURGLARY - RESIDENTIAL",2016-05-29,5,"Sunday",-92.386387,34.654398,"9800 COCHRANE ST","Little Rock"," Arkansas"
"163","2016-063350",81,"BURGLARY - RESIDENTIAL",2016-06-07,6,"Tuesday",-92.389829,34.633998,"12823 SARDIS RD","Little Rock"," Arkansas"
"164","2016-126979",91,"BURGLARY - RESIDENTIAL",2016-11-10,11,"Thursday",-92.368869,34.648648,"11221 LEGION HUT RD","Little Rock"," Arkansas"
"165","2016-127250",92,"BURGLARY - RESIDENTIAL",2016-11-11,11,"Friday",-92.3968299,34.657481,"83 ANGEL CT","Little Rock"," Arkansas"
"166","2016-134815",91,"BURGLARY - RESIDENTIAL",2016-12-01,12,"Thursday",-92.365213,34.652093,"8 KELLI CT","Little Rock"," Arkansas"
"167","2016-136784",91,"BURGLARY - RESIDENTIAL",2016-12-06,12,"Tuesday",-92.3691574,34.6373511,"8020 BUNCH RD","Little Rock"," Arkansas"
"168","2016-136715",91,"BURGLARY - RESIDENTIAL",2016-12-06,12,"Tuesday",-92.3696972,34.6511635,"10913 LEGION HUT RD","Little Rock"," Arkansas"
"169","2016-137566",91,"BURGLARY - RESIDENTIAL",2016-12-08,12,"Thursday",-92.3690417,34.6476775,"8116 OXFORD VALLEY DR","Little Rock"," Arkansas"
"170","2016-020688",71,"BURGLARY - RESIDENTIAL",2016-02-24,2,"Wednesday",-92.4088297,34.7576014,"420 NAPA VALLEY DR","Little Rock"," Arkansas"
"171","2016-022411",92,"BURGLARY - RESIDENTIAL",2016-02-29,2,"Monday",-92.4363601,34.6339694,"14800 ALEXANDER RD","Little Rock"," Arkansas"
"172","2016-023616",91,"BURGLARY - RESIDENTIAL",2016-03-03,3,"Thursday",-92.3749412,34.6514506,"8620 SHILOH DR","Little Rock"," Arkansas"
"173","2016-030971",91,"BURGLARY - RESIDENTIAL",2016-03-21,3,"Monday",-92.369514,34.6544172,"10525 LEGION HUT RD","Little Rock"," Arkansas"
"174","2016-031325",91,"BURGLARY - RESIDENTIAL",2016-03-22,3,"Tuesday",-92.3698299,34.6491798,"11121 LEGION HUT RD","Little Rock"," Arkansas"
"175","2016-031670",91,"BURGLARY - RESIDENTIAL",2016-03-23,3,"Wednesday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"176","2016-037391",92,"BURGLARY - RESIDENTIAL",2016-04-06,4,"Wednesday",-92.4244805,34.6283192,"22 PENNY LN","Little Rock"," Arkansas"
"177","2016-040822",92,"BURGLARY - RESIDENTIAL",2016-04-15,4,"Friday",-92.4245384,34.631191,"14101 PLEASANT HILL RD","Little Rock"," Arkansas"
"178","2016-042149",90,"BURGLARY - RESIDENTIAL",2016-04-18,4,"Monday",-92.3853539,34.6949047,"21 JAVA CT","Little Rock"," Arkansas"
"179","2016-046666",91,"BURGLARY - RESIDENTIAL",2016-04-29,4,"Friday",-92.3884584,34.6557356,"8225 MABELVALE CTF","Little Rock"," Arkansas"
"180","2016-056555",64,"BURGLARY - RESIDENTIAL",2016-05-15,5,"Sunday",-92.3988747,34.7480473,"600 HARDIN DR","Little Rock"," Arkansas"
"181","2016-058557",92,"BURGLARY - RESIDENTIAL",2016-05-28,5,"Saturday",-92.3932807,34.6625602,"9701 NASH LN","Little Rock"," Arkansas"
"182","2016-060426",91,"BURGLARY - RESIDENTIAL",2016-06-02,6,"Thursday",-92.3696972,34.6511635,"10913 LEGION HUT RD","Little Rock"," Arkansas"
"183","2016-076527",92,"BURGLARY - RESIDENTIAL",2016-07-09,7,"Saturday",-92.3932807,34.6625602,"9701 NASH LN","Little Rock"," Arkansas"
"184","2016-077751",92,"BURGLARY - RESIDENTIAL",2016-07-12,7,"Tuesday",-92.3899888,34.6611766,"34 PINEDALE CIR","Little Rock"," Arkansas"
"185","2016-086198",63,"BURGLARY - RESIDENTIAL",2016-08-01,8,"Monday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"186","2016-088356",92,"BURGLARY - RESIDENTIAL",2016-08-06,8,"Saturday",-92.3884459,34.6612067,"18 PINEDALE CIR","Little Rock"," Arkansas"
"187","2016-094593",61,"BURGLARY - RESIDENTIAL",2016-08-22,8,"Monday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"188","2016-106352",91,"BURGLARY - RESIDENTIAL",2016-09-20,9,"Tuesday",-92.3703912,34.6477377,"8200 OXFORD VALLEY DR","Little Rock"," Arkansas"
"189","2016-135545",92,"BURGLARY - RESIDENTIAL",2016-12-03,12,"Saturday",-92.3955802,34.655867,"10514 MABELVALE WEST RD","Little Rock"," Arkansas"
"190","2016-136844",64,"BURGLARY - RESIDENTIAL",2016-12-06,12,"Tuesday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"191","2016-004399",92,"BURGLARY - RESIDENTIAL",2016-01-11,1,"Monday",-92.4144063,34.6281294,"14 IRISH ROSE","Little Rock"," Arkansas"
"192","2016-137084",71,"BURGLARY - RESIDENTIAL",2016-11-30,11,"Wednesday",-92.4088297,34.7576014,"420 NAPA VALLEY DR","Little Rock"," Arkansas"
"193","2016-138902",61,"BURGLARY - RESIDENTIAL",2016-12-09,12,"Friday",-92.4021928,34.7554888,"24 MICHAELS ST","Little Rock"," Arkansas"
"194","2016-064565",92,"BURGLARY - RESIDENTIAL",2016-05-29,5,"Sunday",-92.3934157,34.6569648,"10307 NASH LN","Little Rock"," Arkansas"
"195","2016-098287",91,"BURGLARY - RESIDENTIAL",2016-08-05,8,"Friday",-92.376985,34.6491217,"11113 BULL RUN DR","Little Rock"," Arkansas"
"196","2016-075319",91,"BURGLARY COMMERCIAL",2016-07-07,7,"Thursday",-92.3850488,34.6657427,"9401 MABELVALE PIKE","Little Rock"," Arkansas"
"197","2016-084282",92,"BURGLARY COMMERCIAL",2016-07-28,7,"Thursday",-92.3888639,34.6573128,"10402 MABELVALE PIKE","Little Rock"," Arkansas"
"198","2016-130746",81,"BURGLARY COMMERCIAL",2016-11-20,11,"Sunday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"199","2016-105756",82,"BURGLARY COMMERCIAL",2016-09-17,9,"Saturday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"200","2016-128996",64,"BURGLARY COMMERCIAL",2016-11-16,11,"Wednesday",-92.3791638,34.746133,"9400 BAPTIST HEALTH DR","Little Rock"," Arkansas"
"201","2016-134083",64,"BURGLARY COMMERCIAL",2016-11-23,11,"Wednesday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"202","2016-125627",61,"DOMESTIC BATTERING 2ND DEGREE",2016-11-07,11,"Monday",-92.4395381,34.7515353,"101 KANIS RD","Little Rock"," Arkansas"
"203","2016-052336",54,"DOMESTIC BATTERING 2ND DEGREE",2016-05-13,5,"Friday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"204","2016-069788",54,"DOMESTIC BATTERING 2ND DEGREE",2016-06-24,6,"Friday",-92.3218488,34.7260779,"4323 ABIGAIL ST","Little Rock"," Arkansas"
"205","2016-064443",81,"HOMICIDE",2016-06-11,6,"Saturday",-92.3853524,34.6554259,"6300 HAZEL ST","Little Rock"," Arkansas"
"206","2016-006280",92,"ROBBERY ",2016-01-17,1,"Sunday",-92.390587,34.640513,"12106 SARDIS RD","Little Rock"," Arkansas"
"207","2016-039139",40,"ROBBERY ",2016-04-11,4,"Monday",-92.2675785,34.7479639,"300 E PRESIDENT CLINTON","Little Rock"," Arkansas"
"208","2016-113795",91,"ROBBERY ",2016-10-08,10,"Saturday",-92.3714323,34.6331598,"8205 CASTLE VALLEY RD","Little Rock"," Arkansas"
"209","2016-037105",54,"ROBBERY ",2016-04-06,4,"Wednesday",-92.291693,34.732141,"11 WRIGHT","Little Rock"," Arkansas"
"210","2016-094356",54,"ROBBERY ",2016-08-22,8,"Monday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"211","2016-076304",62,"THEFT OF PROPERTY FEL",2016-07-09,7,"Saturday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"212","2016-028294",91,"ROBBERY ",2016-03-15,3,"Tuesday",-92.3647815,34.6521872,"7703 DEPRIEST RD","Little Rock"," Arkansas"
"213","2016-081617",71,"ROBBERY ",2016-07-21,7,"Thursday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"214","2016-086323",54,"ROBBERY ",2016-08-02,8,"Tuesday",-92.3056511,34.7426096,"2900 W MARYLAND","Little Rock"," Arkansas"
"215","2016-091722",42,"ROBBERY ",2016-08-14,8,"Sunday",-92.2739474,34.7242337,"11 E ROOSEVELT RD","Little Rock"," Arkansas"
"216","2016-131086",43,"ROBBERY ",2016-11-20,11,"Sunday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"217","2016-103581",81,"TERR",2016-09-14,9,"Wednesday",-92.2809477,34.7104051,"5000 S ARCH ST","Little Rock"," Arkansas"
"218","2016-114398",52,"TERR",2016-10-09,10,"Sunday",-92.3094629,34.731909,"0 W 21ST ST","Little Rock"," Arkansas"
"219","2016-041901",81,"TERR",2016-04-17,4,"Sunday",-92.3525418,34.6815258,"7900 S UNIVERSITY","Little Rock"," Arkansas"
"220","2016-096453",54,"TERR",2016-08-27,8,"Saturday",-92.3421819,34.717666,"6320 ASHER","Little Rock"," Arkansas"
"221","2016-017003",90,"THEFT OF PROPERTY FEL",2016-02-13,2,"Saturday",-92.409336,34.7088337,"13700 DAVID O DODD RD","Little Rock"," Arkansas"
"222","2016-003820",61,"THEFT OF PROPERTY FEL",2016-01-11,1,"Monday",-92.3590649,34.7463064,"1024 S MISSISSIPPI ST","Little Rock"," Arkansas"
"223","2016-005450",92,"THEFT OF PROPERTY FEL",2016-01-15,1,"Friday",-92.3926442,34.6406959,"1 CARROLL CIR","Little Rock"," Arkansas"
"224","2016-009400",41,"THEFT OF PROPERTY FEL",2016-01-26,1,"Tuesday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"225","2016-085115",52,"THEFT OF PROPERTY FEL",2016-07-29,7,"Friday",-92.2894477,34.7237209,"2601 W MARTIN LUTHER KING DR","Little Rock"," Arkansas"
"226","2016-120487",92,"THEFT OF PROPERTY FEL",2016-10-01,10,"Saturday",-92.3934157,34.6569648,"10307 NASH LN","Little Rock"," Arkansas"
"227","2016-006970",91,"THEFT OF PROPERTY FEL",2016-01-15,1,"Friday",-92.3869835,34.6293691,"9609 WOODLAND DR","Little Rock"," Arkansas"
"228","2016-108650",92,"THEFT OF PROPERTY FEL",2016-09-23,9,"Friday",-92.3982959,34.6342135,"1 ANTHONY LN","Little Rock"," Arkansas"
"229","2016-056306",51,"RAPE",2016-05-23,5,"Monday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"230","2016-014916",63,"THEFT OF PROPERTY FEL",2016-02-08,2,"Monday",-92.2651085,34.7472017,"511 E PRESIDENT CLINTON","Little Rock"," Arkansas"
"231","2016-112397",91,"THEFT OF PROPERTY FEL",2016-10-05,10,"Wednesday",-92.387465,34.653822,"9808 MABELVALE MAIN ST","Little Rock"," Arkansas"
"232","2016-080307",91,"THEFT OF PROPERTY FEL",2016-07-12,7,"Tuesday",-92.3732831,34.6563634,"8503 PIN OAK DR","Little Rock"," Arkansas"
"233","2016-029734",82,"RAPE",2014-12-01,12,"Monday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"234","2016-132960",80,"THEFT OF PROPERTY FEL",2016-11-26,11,"Saturday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"235","2016-024076",61,"THEFT OF PROPERTY FEL",2016-03-04,3,"Friday",-92.2895948,34.7464809,"0","Little Rock"," Arkansas"
"236","2016-104465",80,"RAPE",2016-09-16,9,"Friday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"237","2016-040757",54,"RAPE",2016-04-15,4,"Friday",-92.2895948,34.7464809,"Little Rock"," Arkansas","Little Rock"
"238","2016-142162",92,"THEFT OF PROPERTY FEL",2016-02-28,2,"Sunday",-92.4045465,34.647914,"11310 OTTER CREEK EAST BLVD","Little Rock"," Arkansas"
"239","2016-141956",51,"THEFT OF PROPERTY FEL",2016-12-19,12,"Monday",-92.2932012,34.7391268,"11 CHILDRENS WAY","Little Rock"," Arkansas"
"240","2016-087828",91,"THEFT OF PROPERTY FEL",2016-07-30,7,"Saturday",-92.3846655,34.6540751,"10410 ASTON ST","Little Rock"," Arkansas"
"241","2016-089354",92,"THEFT OF PROPERTY FEL",2016-08-08,8,"Monday",-92.3989105,34.6548107,"10811 MABELVALE WEST RD","Little Rock"," Arkansas"
"242","2016-109340",54,"THEFT OF PROPERTY FEL",2016-09-28,9,"Wednesday",-92.3240136,34.7388443,"4500 W 14TH ST","Little Rock"," Arkansas"
