"","INCIDENT_NUMBER","LOCATION_DISTRICT","OFFENS_DESCRIPTION","ymd","month","wday","LONGTITUDE","LATITUDE","LOCATION_ADDRESS","CITY","STATE"
"15297","2016-142871",70,"THEFT OF PROPERTY MISD",2016-12-21,12,"Wednesday",-92.4336496,34.7945028,"4316 BEAR TREE DR","Little Rock"," Arkansas"
"15298","2016-108101",63,"THEFT OF PROPERTY MISD",2016-09-24,9,"Saturday",-92.3871732,34.7668909,"10200 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"15299","2016-107971",60,"THEFT OF PROPERTY MISD",2016-09-14,9,"Wednesday",-92.3428118,34.7533624,"6000 W MARKHAM ST","Little Rock"," Arkansas"
"15300","2016-014482",63,"THEFT OF PROPERTY MISD",2016-02-05,2,"Friday",-92.3747448,34.7688286,"1801 RESERVOIR RD","Little Rock"," Arkansas"
"15301","2016-134464",70,"THEFT OF PROPERTY MISD",2016-11-30,11,"Wednesday",-92.4015795,34.7931631,"11525 CANTRELL RD","Little Rock"," Arkansas"
"15302","2016-146435",40,"THEFT OF PROPERTY MISD",2016-12-30,12,"Friday",-92.2749654,34.7454105,"400 W CAPITOL AVE","Little Rock"," Arkansas"
"15303","2016-110407",53,"THEFT OF PROPERTY MISD",2016-09-30,9,"Friday",-92.3058141,34.731105,"2812 WRIGHT AVE","Little Rock"," Arkansas"
"15304","2016-115471",80,"THEFT OF PROPERTY MISD",2016-10-12,10,"Wednesday",-92.3283513,34.7000774,"4616 W 55TH ST","Little Rock"," Arkansas"
"15305","2016-100465",63,"THEFT OF PROPERTY MISD",2016-09-05,9,"Monday",-92.3821527,34.7736744,"2302 GRISTMILL RD","Little Rock"," Arkansas"
"15306","2016-122069",50,"THEFT OF PROPERTY MISD",2016-10-29,10,"Saturday",-92.3060624,34.7526375,"216 N WOODROW ST","Little Rock"," Arkansas"
"15307","2016-084055",50,"THEFT OF PROPERTY MISD",2016-07-26,7,"Tuesday",-92.3181663,34.7546842,"415 N ELM ST","Little Rock"," Arkansas"
"15308","2016-122133",81,"THEFT OF PROPERTY MISD",2016-10-29,10,"Saturday",-92.3189785,34.6751264,"8120 SCOTT HAMILTON DR","Little Rock"," Arkansas"
"15309","2016-061717",52,"THEFT OF PROPERTY MISD",2016-06-04,6,"Saturday",-92.2811247,34.7331776,"1702 S GAINES ST","Little Rock"," Arkansas"
"15310","2016-071888",82,"THEFT OF PROPERTY MISD",2016-06-29,6,"Wednesday",-92.3197935,34.6623122,"3615 AMERICAN MANOR DR","Little Rock"," Arkansas"
"15311","2016-028962",60,"THEFT OF PROPERTY MISD",2016-03-11,3,"Friday",-92.3428118,34.7533624,"6000 W MARKHAM ST","Little Rock"," Arkansas"
"15312","2016-024479",41,"THEFT OF PROPERTY MISD",2016-03-04,3,"Friday",-92.275116,34.732005,"1716 S LOUISIANA ST","Little Rock"," Arkansas"
"15313","2016-032085",40,"THEFT OF PROPERTY MISD",2015-12-10,12,"Thursday",-92.2735101,34.743697,"521 CENTER ST","Little Rock"," Arkansas"
"15314","2016-004700",40,"THEFT OF PROPERTY MISD",2016-01-12,1,"Tuesday",-92.2758504,34.7434524,"617 BROADWAY ST","Little Rock"," Arkansas"
"15315","2016-116017",40,"THEFT OF PROPERTY MISD",2016-10-14,10,"Friday",-92.2682961,34.7440976,"310 E CAPITOL AVE","Little Rock"," Arkansas"
"15316","2016-128985",50,"THEFT OF PROPERTY MISD",2016-11-16,11,"Wednesday",-92.3280364,34.7559095,"510 N MONROE ST","Little Rock"," Arkansas"
"15317","2016-122551",54,"THEFT OF PROPERTY MISD",2016-10-28,10,"Friday",-92.3323895,34.7321388,"2123 S HARRISON ST","Little Rock"," Arkansas"
"15318","2016-000221",82,"THEFT OF PROPERTY MISD",2010-10-01,10,"Friday",-92.3604831,34.6636937,"7401 REDWOOD DR","Little Rock"," Arkansas"
"15319","2016-059192",64,"THEFT OF PROPERTY MISD",2016-05-21,5,"Saturday",-92.3956339,34.7280898,"2706 S SHACKLEFORD RD","Little Rock"," Arkansas"
"15320","2016-100250",60,"THEFT OF PROPERTY MISD",2016-09-05,9,"Monday",-92.3580931,34.7660318,"1519 N MISSISSIPPI ST","Little Rock"," Arkansas"
"15321","2016-111465",51,"THEFT OF PROPERTY MISD",2016-10-03,10,"Monday",-92.3425603,34.7332423,"2000 S UNIVERSITY","Little Rock"," Arkansas"
"15322","2016-111501",51,"THEFT OF PROPERTY MISD",2016-09-27,9,"Tuesday",-92.2762927,34.7444885,"500 BROADWAY ST","Little Rock"," Arkansas"
"15323","2016-001701",63,"THEFT OF PROPERTY MISD",2015-09-01,9,"Tuesday",-92.3856316,34.7613098,"10007 KANE DR","Little Rock"," Arkansas"
"15324","2016-121472",80,"THEFT OF PROPERTY MISD",2016-10-27,10,"Thursday",-92.3420182,34.7026806,"5201 GEYER SPRINGS RD","Little Rock"," Arkansas"
"15325","2016-144313",81,"THEFT OF PROPERTY MISD",2016-12-25,12,"Sunday",-92.3285853,34.6844599,"27 SHEFFIELD DR","Little Rock"," Arkansas"
"15326","2016-104233",52,"THEFT OF PROPERTY MISD",2016-09-13,9,"Tuesday",-92.3008893,34.7301796,"2010 RICE ST","Little Rock"," Arkansas"
"15327","2016-056825",81,"THEFT OF PROPERTY MISD",2016-05-23,5,"Monday",-92.3268519,34.6880117,"8 EATON DR","Little Rock"," Arkansas"
"15328","2016-005131",71,"THEFT OF PROPERTY MISD",2016-01-04,1,"Monday",-92.4283796,34.760299,"13703 SAINT MICHAEL DR","Little Rock"," Arkansas"
"15329","2016-103892",51,"THEFT OF PROPERTY MISD",2016-09-14,9,"Wednesday",-92.2776148,34.7494516,"700 W MARKHAM ST","Little Rock"," Arkansas"
"15330","2016-103800",93,"THEFT OF PROPERTY MISD",2016-09-14,9,"Wednesday",-92.4270088,34.6563684,"10500 STAGECOACH RD","Little Rock"," Arkansas"
"15331","2016-070677",93,"THEFT OF PROPERTY MISD",2016-06-26,6,"Sunday",-92.4415438,34.6451635,"12109 STAGECOACH RD","Little Rock"," Arkansas"
"15332","2016-136635",64,"THEFT OF PROPERTY MISD",2016-12-02,12,"Friday",-92.3847368,34.7530911,"108 OAK LN","Little Rock"," Arkansas"
"15333","2016-039656",70,"THEFT OF PROPERTY MISD",2016-04-08,4,"Friday",-92.4270669,34.800264,"5008 WELLS ST","Little Rock"," Arkansas"
"15334","2016-145510",40,"THEFT OF PROPERTY MISD",2016-12-28,12,"Wednesday",-92.2667453,34.7454408,"405 E 3RD ST","Little Rock"," Arkansas"
"15335","2016-055550",63,"THEFT OF PROPERTY MISD",2016-05-20,5,"Friday",-92.3739182,34.7634296,"1221 RESERVOIR RD","Little Rock"," Arkansas"
"15336","2016-068022",42,"THEFT OF PROPERTY MISD",2016-06-15,6,"Wednesday",-92.1966756,34.7196326,"6502 TRACY AVE","Little Rock"," Arkansas"
"15337","2016-123946",90,"THEFT OF PROPERTY MISD",2016-11-02,11,"Wednesday",-92.3802244,34.6949614,"9321 HERNDON RD","Little Rock"," Arkansas"
"15338","2016-005641",81,"THEFT OF PROPERTY MISD",2015-12-29,12,"Tuesday",-92.3102237,34.6888125,"2801 W 65TH ST","Little Rock"," Arkansas"
"15339","2016-070521",81,"THEFT OF PROPERTY MISD",2016-06-25,6,"Saturday",-92.3041786,34.6881062,"2401 W 65TH ST","Little Rock"," Arkansas"
"15340","2016-144237",60,"THEFT OF PROPERTY MISD",2016-12-24,12,"Saturday",-92.3419221,34.7551959,"400 N UNIVERSITY AVE","Little Rock"," Arkansas"
"15341","2016-056793",64,"THEFT OF PROPERTY MISD",2016-03-21,3,"Monday",-92.3537808,34.74626,"7112 MARGUERITE LN","Little Rock"," Arkansas"
"15342","2016-142270",72,"THEFT OF PROPERTY MISD",2016-12-14,12,"Wednesday",-92.4963573,34.8135444,"20100 CANTRELL RD","Little Rock"," Arkansas"
"15343","2016-112551",72,"THEFT OF PROPERTY MISD",2016-10-04,10,"Tuesday",-92.468982,34.8130874,"1 STONEBRIDGE CIR","Little Rock"," Arkansas"
"15344","2016-019885",90,"THEFT OF PROPERTY MISD",2016-02-21,2,"Sunday",-92.3553756,34.6901968,"7115 W 65TH ST","Little Rock"," Arkansas"
"15345","2016-106173",52,"THEFT OF PROPERTY MISD",2016-08-29,8,"Monday",-92.2988662,34.7306605,"1924 HOWARD ST","Little Rock"," Arkansas"
"15346","2016-004845",64,"THEFT OF PROPERTY MISD",2016-01-12,1,"Tuesday",-92.4056369,34.749717,"11800 CHENAL","Little Rock"," Arkansas"
"15347","2016-145030",53,"THEFT OF PROPERTY MISD",2016-12-23,12,"Friday",-92.3126689,34.7497297,"3517 W 3RD ST","Little Rock"," Arkansas"
"15348","2016-109680",40,"THEFT OF PROPERTY MISD",2016-09-28,9,"Wednesday",-92.2725216,34.7433238,"200 W 6TH ST","Little Rock"," Arkansas"
"15349","2016-113568",54,"THEFT OF PROPERTY MISD",2016-10-08,10,"Saturday",-92.3350075,34.7414601,"5500 W 12TH ST","Little Rock"," Arkansas"
"15350","2016-100634",60,"THEFT OF PROPERTY MISD",2016-09-06,9,"Tuesday",-92.35632,34.7661523,"7403 MISSOURI AVE","Little Rock"," Arkansas"
"15351","2016-118927",62,"THEFT OF PROPERTY MISD",2016-10-09,10,"Sunday",-92.3525619,34.722064,"6902 W 34TH ST","Little Rock"," Arkansas"
"15352","2016-050597",53,"THEFT OF PROPERTY MISD",2016-05-06,5,"Friday",-92.3162189,34.739856,"3805 W 12TH ST","Little Rock"," Arkansas"
"15353","2016-045839",60,"THEFT OF PROPERTY MISD",2015-11-01,11,"Sunday",-92.3413684,34.7592423,"820 N UNIVERSITY AVE","Little Rock"," Arkansas"
"15354","2016-101502",90,"THEFT OF PROPERTY MISD",2016-09-07,9,"Wednesday",-92.38322,34.695117,"9601 HERNDON RD","Little Rock"," Arkansas"
"15355","2016-136326",40,"THEFT OF PROPERTY MISD",2016-12-03,12,"Saturday",-92.2646199,34.760965,"311 E 8TH ST","Little Rock"," Arkansas"
"15356","2016-125202",61,"THEFT OF PROPERTY MISD",2016-11-04,11,"Friday",-92.3637189,34.7501505,"7820 W CAPITOL AVE","Little Rock"," Arkansas"
"15357","2016-111537",63,"THEFT OF PROPERTY MISD",2016-10-03,10,"Monday",-92.3946309,34.7696134,"10901 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"15358","2016-039625",70,"THEFT OF PROPERTY MISD",2015-10-10,10,"Saturday",-92.4015795,34.7931631,"11525 CANTRELL RD","Little Rock"," Arkansas"
"15359","2016-045648",54,"THEFT OF PROPERTY MISD",2016-04-26,4,"Tuesday",-92.3221045,34.737599,"4315 W 15TH ST","Little Rock"," Arkansas"
"15360","2016-114762",81,"THEFT OF PROPERTY MISD",2016-10-07,10,"Friday",-92.3348937,34.6808531,"7504 LANCASTER RD","Little Rock"," Arkansas"
"15361","2016-104791",70,"THEFT OF PROPERTY MISD",2016-09-16,9,"Friday",-92.4218556,34.8002778,"13421 CANTRELL RD","Little Rock"," Arkansas"
"15362","2016-118171",52,"THEFT OF PROPERTY MISD",2016-10-19,10,"Wednesday",-92.2878818,34.7333752,"1300 W 18TH ST","Little Rock"," Arkansas"
"15363","2016-127165",64,"THEFT OF PROPERTY MISD",2016-11-11,11,"Friday",-92.375929,34.733038,"2124 LABETTE MANOR DR","Little Rock"," Arkansas"
"15364","2016-117664",50,"THEFT OF PROPERTY MISD",2016-10-18,10,"Tuesday",-92.3373596,34.7764369,"2624 N FILLMORE ST","Little Rock"," Arkansas"
"15365","2016-117508",81,"THEFT OF PROPERTY MISD",2016-10-17,10,"Monday",-92.3318449,34.6898536,"5001 W 65TH ST","Little Rock"," Arkansas"
"15366","2016-130452",50,"THEFT OF PROPERTY MISD",2016-11-18,11,"Friday",-92.2961029,34.750524,"101 S PARK ST","Little Rock"," Arkansas"
"15367","2016-102488",54,"THEFT OF PROPERTY MISD",2016-09-10,9,"Saturday",-92.3231836,34.72539,"4400 W 29TH ST","Little Rock"," Arkansas"
"15368","2016-040104",62,"THEFT OF PROPERTY MISD",2016-04-07,4,"Thursday",-92.3584195,34.7085697,"4901 WESTERN HILLS AVE","Little Rock"," Arkansas"
"15369","2016-104586",50,"THEFT OF PROPERTY MISD",2016-09-14,9,"Wednesday",-92.302268,34.758185,"2402 CANTRELL RD","Little Rock"," Arkansas"
"15370","2016-001787",53,"THEFT OF PROPERTY MISD",2016-01-01,1,"Friday",-92.3115137,34.7454801,"3411 W 7TH ST","Little Rock"," Arkansas"
"15371","2015-147581",41,"THEFT OF PROPERTY MISD",2015-12-11,12,"Friday",-92.2722337,34.7288478,"2021 S SCOTT ST","Little Rock"," Arkansas"
"15372","2016-129359",42,"THEFT OF PROPERTY MISD",2016-11-16,11,"Wednesday",-92.198865,34.7187732,"2907 BERMUDA LN","Little Rock"," Arkansas"
"15373","2016-126839",52,"THEFT OF PROPERTY MISD",2016-11-09,11,"Wednesday",-92.279833,34.7250165,"2411 S ARCH ST","Little Rock"," Arkansas"
"15374","2016-098665",62,"THEFT OF PROPERTY MISD",2016-09-01,9,"Thursday",-92.3632972,34.7223534,"3324 KATHERINE ST","Little Rock"," Arkansas"
"15375","2016-055270",52,"THEFT OF PROPERTY MISD",2016-05-19,5,"Thursday",-92.3018685,34.7340764,"2502 W 18TH ST","Little Rock"," Arkansas"
"15376","2016-007772",64,"THEFT OF PROPERTY MISD",2014-11-19,11,"Wednesday",-92.3918489,34.723045,"10434 W 36TH ST","Little Rock"," Arkansas"
"15377","2016-119926",91,"THEFT OF PROPERTY MISD",2016-10-23,10,"Sunday",-92.366066,34.646953,"11500 CHICOT RD","Little Rock"," Arkansas"
"15378","2016-130411",70,"THEFT OF PROPERTY MISD",2016-10-20,10,"Thursday",-92.429489,34.801877,"14121 CANTRELL RD","Little Rock"," Arkansas"
"15379","2016-125909",41,"THEFT OF PROPERTY MISD",2016-11-07,11,"Monday",-92.2717912,34.7273672,"215 E 22ND ST","Little Rock"," Arkansas"
"15380","2016-070829",72,"THEFT OF PROPERTY MISD",2016-06-25,6,"Saturday",-92.440664,34.790862,"5 HICKORY POINTE CV","Little Rock"," Arkansas"
"15381","2016-123000",70,"THEFT OF PROPERTY MISD",2016-10-29,10,"Saturday",-92.4030512,34.7713036,"2001 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
"15382","2016-010360",91,"THEFT OF PROPERTY MISD",2016-01-21,1,"Thursday",-92.3704298,34.6577143,"10204 MILKYWAY DR","Little Rock"," Arkansas"
"15383","2016-120518",54,"THEFT OF PROPERTY MISD",2016-10-25,10,"Tuesday",-92.3221045,34.7304789,"4305 W 23RD ST","Little Rock"," Arkansas"
"15384","2016-000191",62,"THEFT OF PROPERTY MISD",2015-12-31,12,"Thursday",-92.3457789,34.71887,"6310 COLONEL GLENN RD","Little Rock"," Arkansas"
"15385","2016-017327",64,"THEFT OF PROPERTY MISD",2015-12-25,12,"Friday",-92.3889168,34.7271896,"2901 ALDERSGATE RD","Little Rock"," Arkansas"
"15386","2016-112415",52,"THEFT OF PROPERTY MISD",2016-10-05,10,"Wednesday",-92.2837197,34.7292597,"2014 S IZARD ST","Little Rock"," Arkansas"
"15387","2016-089061",52,"THEFT OF PROPERTY MISD",2016-08-08,8,"Monday",-92.2851917,34.73317,"1800 S CHESTER ST","Little Rock"," Arkansas"
"15388","2016-126062",43,"THEFT OF PROPERTY MISD",2016-11-08,11,"Tuesday",-92.2571735,34.7327302,"1505 HANGER ST","Little Rock"," Arkansas"
"15389","2016-123690",63,"THEFT OF PROPERTY MISD",2016-11-02,11,"Wednesday",-92.3818056,34.7581956,"9700 TREASURE HILL RD","Little Rock"," Arkansas"
"15390","2016-074553",41,"THEFT OF PROPERTY MISD",2016-06-26,6,"Sunday",-92.2794097,34.7221328,"2712 BROADWAY ST","Little Rock"," Arkansas"
"15391","2016-112094",43,"THEFT OF PROPERTY MISD",2016-10-04,10,"Tuesday",-92.2583658,34.7324924,"1515 COLLEGE ST","Little Rock"," Arkansas"
"15392","2016-110037",50,"THEFT OF PROPERTY MISD",2016-09-29,9,"Thursday",-92.3362679,34.7546522,"5600 C ST","Little Rock"," Arkansas"
"15393","2016-067933",40,"THEFT OF PROPERTY MISD",2016-06-17,6,"Friday",-92.2735066,34.7494452,"424 W MARKHAM ST","Little Rock"," Arkansas"
"15394","2016-141507",63,"THEFT OF PROPERTY MISD",2016-12-18,12,"Sunday",-92.3946309,34.7696134,"10901 N RODNEY PARHAM RD","Little Rock"," Arkansas"
"15395","2016-103901",72,"THEFT OF PROPERTY MISD",2016-09-14,9,"Wednesday",-92.4599914,34.7677066,"17821 CHENAL PKWY","Little Rock"," Arkansas"
"15396","2016-107553",64,"THEFT OF PROPERTY MISD",2016-09-23,9,"Friday",-92.4055547,34.7524996,"301 ALAMO DR","Little Rock"," Arkansas"
"15397","2016-131191",63,"THEFT OF PROPERTY MISD",2016-11-21,11,"Monday",-92.3749412,34.7548348,"11 BROOKRIDGE CV","Little Rock"," Arkansas"
"15398","2016-119911",62,"THEFT OF PROPERTY MISD",2016-10-23,10,"Sunday",-92.3676093,34.727291,"2814 ZION ST","Little Rock"," Arkansas"
"15399","2016-116830",41,"THEFT OF PROPERTY MISD",2016-10-16,10,"Sunday",-92.2727605,34.7312299,"1711 MAIN ST","Little Rock"," Arkansas"
"15400","2016-131671",91,"THEFT OF PROPERTY MISD",2016-11-22,11,"Tuesday",-92.3422531,34.6294443,"5420 BLUEBERRY DR","Little Rock"," Arkansas"
"15401","2016-146101",52,"THEFT OF PROPERTY MISD",2016-12-06,12,"Tuesday",-92.2796791,34.7247604,"522 W ROOSEVELT RD","Little Rock"," Arkansas"
"15402","2016-100859",41,"THEFT OF PROPERTY MISD",2016-09-06,9,"Tuesday",-92.2665206,34.7269471,"2212 BRAGG ST","Little Rock"," Arkansas"
"15403","2016-108112",72,"THEFT OF PROPERTY MISD",2016-09-24,9,"Saturday",-92.4148501,34.7559297,"12700 CHENAL","Little Rock"," Arkansas"
"15404","2016-145385",82,"THEFT OF PROPERTY MISD",2016-12-28,12,"Wednesday",-92.3461644,34.668741,"6115 BASELINE RD","Little Rock"," Arkansas"
"15405","2016-117453",64,"THEFT OF PROPERTY MISD",2016-10-17,10,"Monday",-92.3948146,34.7524841,"200 S SHACKLEFORD RD","Little Rock"," Arkansas"
"15406","2016-106703",63,"THEFT OF PROPERTY MISD",2013-04-01,4,"Monday",-92.3859517,34.7725004,"10013 CHARTERHOUSE RD","Little Rock"," Arkansas"
"15407","2016-062832",61,"THEFT OF PROPERTY MISD",2016-06-07,6,"Tuesday",-92.3551636,34.7272143,"7109 ARCHWOOD DR","Little Rock"," Arkansas"
"15408","2016-003221",71,"THEFT OF PROPERTY MISD",2016-01-08,1,"Friday",-92.4232066,34.7597115,"6 POYDRAS DR","Little Rock"," Arkansas"
"15409","2016-013611",64,"THEFT OF PROPERTY MISD",2015-12-31,12,"Thursday",-92.3975621,34.7283127,"2700 S SHACKLEFORD RD","Little Rock"," Arkansas"
"15410","2016-116376",50,"THEFT OF PROPERTY MISD",2016-10-14,10,"Friday",-92.3318502,34.7717976,"5217 COUNTRY CLUB BLVD","Little Rock"," Arkansas"
"15411","2016-037284",60,"THEFT OF PROPERTY MISD",2015-12-01,12,"Tuesday",-92.3428118,34.7533624,"6000 W MARKHAM ST","Little Rock"," Arkansas"
"15412","2016-121418",64,"THEFT OF PROPERTY MISD",2016-10-27,10,"Thursday",-92.3950513,34.7438098,"10800 KANIS RD","Little Rock"," Arkansas"
"15413","2016-005416",93,"THEFT OF PROPERTY MISD",2016-01-14,1,"Thursday",-92.4262069,34.654675,"10607 STAGECOACH RD","Little Rock"," Arkansas"
"15414","2016-143458",64,"THEFT OF PROPERTY MISD",2016-12-15,12,"Thursday",-92.373688,34.7240727,"3205 LUDWIG ST","Little Rock"," Arkansas"
"15415","2016-115674",64,"THEFT OF PROPERTY MISD",2016-10-01,10,"Saturday",-92.3843719,34.7244092,"3221 DORSET DR","Little Rock"," Arkansas"
"15416","2016-041614",52,"THEFT OF PROPERTY MISD",2016-04-16,4,"Saturday",-92.2954011,34.7321266,"1850 S SUMMIT ST","Little Rock"," Arkansas"
"15417","2016-104099",82,"THEFT OF PROPERTY MISD",2016-09-10,9,"Saturday",-92.3187248,34.6623865,"6 PINE CONE CV","Little Rock"," Arkansas"
"15418","2016-136376",81,"THEFT OF PROPERTY MISD",2016-11-29,11,"Tuesday",-92.3278053,34.671186,"8509 DOYLE SPRINGS RD","Little Rock"," Arkansas"
"15419","2016-035890",70,"THEFT OF PROPERTY MISD",2016-04-02,4,"Saturday",-92.4178027,34.7909581,"16 MARBLE CT","Little Rock"," Arkansas"
"15420","2016-109995",54,"THEFT OF PROPERTY MISD",2016-09-29,9,"Thursday",-92.3296928,34.7369369,"1605 S JACKSON ST","Little Rock"," Arkansas"
"15421","2016-133994",51,"THEFT OF PROPERTY MISD",2016-11-22,11,"Tuesday",-92.2929685,34.7429496,"1 CHILDRENS WAY","Little Rock"," Arkansas"
"15422","2016-134501",52,"THEFT OF PROPERTY MISD",2016-11-30,11,"Wednesday",-92.2811341,34.7277896,"700 W 22ND ST","Little Rock"," Arkansas"
"15423","2016-083102",72,"THEFT OF PROPERTY MISD",2016-07-21,7,"Thursday",-92.4486027,34.756877,"16105 CHENAL PKWY","Little Rock"," Arkansas"
"15424","2016-139850",81,"THEFT OF PROPERTY MISD",2016-12-13,12,"Tuesday",-92.3452514,34.6899442,"6117 W 65TH ST","Little Rock"," Arkansas"
"15425","2016-135440",80,"THEFT OF PROPERTY MISD",2016-12-02,12,"Friday",-92.3069872,34.6894645,"2620 W 65TH ST","Little Rock"," Arkansas"
"15426","2016-144594",54,"THEFT OF PROPERTY MISD",2016-11-26,11,"Saturday",-92.3326207,34.7273442,"2623 S HARRISON ST","Little Rock"," Arkansas"
"15427","2016-106894",64,"THEFT OF PROPERTY MISD",2016-09-21,9,"Wednesday",-92.3761752,34.7174428,"3921 ELAM ST","Little Rock"," Arkansas"
"15428","2016-144968",52,"THEFT OF PROPERTY MISD",2016-12-27,12,"Tuesday",-92.2936845,34.7216203,"2816 WOLFE ST","Little Rock"," Arkansas"
"15429","2016-116590",50,"THEFT OF PROPERTY MISD",2016-10-14,10,"Friday",-92.3209682,34.7570146,"2505 KAVANAUGH BLVD","Little Rock"," Arkansas"
"15430","2016-021174",53,"THEFT OF PROPERTY MISD",2016-02-25,2,"Thursday",-92.311366,34.737025,"3317 W 15TH ST","Little Rock"," Arkansas"
"15431","2016-139260",91,"THEFT OF PROPERTY MISD",2016-12-12,12,"Monday",-92.3425613,34.6267165,"13710 EAGLE HAWK DR","Little Rock"," Arkansas"
"15432","2016-110029",50,"THEFT OF PROPERTY MISD",2016-09-29,9,"Thursday",-92.3295388,34.7557946,"5000 LEE AVE","Little Rock"," Arkansas"
"15433","2016-001520",80,"THEFT OF PROPERTY MISD",2015-12-15,12,"Tuesday",-92.3420182,34.7026806,"5201 GEYER SPRINGS RD","Little Rock"," Arkansas"
"15434","2016-106125",64,"THEFT OF PROPERTY MISD",2016-09-19,9,"Monday",-92.3918341,34.715627,"4023 S SHACKLEFORD RD","Little Rock"," Arkansas"
"15435","2016-135704",50,"THEFT OF PROPERTY MISD",2016-12-03,12,"Saturday",-92.3181759,34.752777,"211 N ELM ST","Little Rock"," Arkansas"
"15436","2016-113209",62,"THEFT OF PROPERTY MISD",2016-09-23,9,"Friday",-92.3529637,34.7245311,"17 CINDERELLA CIR","Little Rock"," Arkansas"
"15437","2016-045317",81,"THEFT OF PROPERTY MISD",2016-04-23,4,"Saturday",-92.3041786,34.6881062,"2401 W 65TH ST","Little Rock"," Arkansas"
"15438","2016-006783",71,"THEFT OF PROPERTY MISD",2015-12-29,12,"Tuesday",-92.4148501,34.7559297,"12700 CHENAL","Little Rock"," Arkansas"
"15439","2016-094651",70,"THEFT OF PROPERTY MISD",2016-08-22,8,"Monday",-92.43336,34.8011272,"14323 WESTBURY DR","Little Rock"," Arkansas"
"15440","2016-005075",60,"THEFT OF PROPERTY MISD",2016-01-07,1,"Thursday",-92.3440189,34.7702302,"6223 KAVANAUGH BLVD","Little Rock"," Arkansas"
"15441","2016-107496",62,"THEFT OF PROPERTY MISD",2016-09-02,9,"Friday",-92.343621,34.7217178,"11 BRYN MAWR DR","Little Rock"," Arkansas"
"15442","2016-108505",54,"THEFT OF PROPERTY MISD",2016-09-25,9,"Sunday",-92.3319033,34.7435814,"907 S HARRISON ST","Little Rock"," Arkansas"
"15443","2016-123896",71,"THEFT OF PROPERTY MISD",2016-11-02,11,"Wednesday",-92.4129976,34.7559662,"12610 CHENAL PKWY","Little Rock"," Arkansas"
"15444","2016-121963",52,"THEFT OF PROPERTY MISD",2016-10-28,10,"Friday",-92.3006505,34.7325834,"1850 RICE ST","Little Rock"," Arkansas"
"15445","2016-134388",70,"THEFT OF PROPERTY MISD",2016-11-17,11,"Thursday",-92.3946695,34.7724162,"10901 YOSEMITE VALLEY DR","Little Rock"," Arkansas"
"15446","2016-134795",82,"THEFT OF PROPERTY MISD",2016-11-30,11,"Wednesday",-92.3566283,34.6577649,"12 VALLEY DR","Little Rock"," Arkansas"
"15447","2016-100570",54,"THEFT OF PROPERTY MISD",2016-09-05,9,"Monday",-92.3330541,34.7267642,"2720 S HARRISON ST","Little Rock"," Arkansas"
"15448","2016-138718",71,"THEFT OF PROPERTY MISD",2016-12-10,12,"Saturday",-92.4077878,34.7383368,"40 SPRINGRIDGE DR","Little Rock"," Arkansas"
"15449","2016-142245",93,"THEFT OF PROPERTY MISD",2016-12-20,12,"Tuesday",-92.4361208,34.6682792,"41 EAGLE NEST CT","Little Rock"," Arkansas"
"15450","2016-014911",64,"THEFT OF PROPERTY MISD",2016-02-02,2,"Tuesday",-92.3749798,34.7191061,"3719 MALLOY ST","Little Rock"," Arkansas"
"15451","2016-086505",63,"THEFT OF PROPERTY MISD",2016-07-01,7,"Friday",-92.3312723,34.7683148,"5136 CANTRELL RD","Little Rock"," Arkansas"
"15452","2016-143153",52,"THEFT OF PROPERTY MISD",2016-12-07,12,"Wednesday",-92.2919175,34.7234959,"2611 MARSHALL ST","Little Rock"," Arkansas"
"15453","2016-129673",61,"THEFT OF PROPERTY MISD",2016-11-17,11,"Thursday",-92.3474455,34.7389052,"1501 LEISURE PL","Little Rock"," Arkansas"
"15454","2016-143714",90,"THEFT OF PROPERTY MISD",2016-12-23,12,"Friday",-92.3587809,34.68582,"7100 MORGAN DR","Little Rock"," Arkansas"
"15455","2016-103028",54,"THEFT OF PROPERTY MISD",2016-09-08,9,"Thursday",-92.3252629,34.7406026,"4601 W 12TH ST","Little Rock"," Arkansas"
"15456","2016-052658",52,"THEFT OF PROPERTY MISD",2016-05-13,5,"Friday",-92.2808335,34.7337153,"1618 S GAINES ST","Little Rock"," Arkansas"
"15457","2016-050521",54,"THEFT OF PROPERTY MISD",2016-05-08,5,"Sunday",-92.3361459,34.7346347,"1900 S TAYLOR ST","Little Rock"," Arkansas"
"15458","2016-146479",50,"THEFT OF PROPERTY MISD",2016-12-31,12,"Saturday",-92.3039861,34.758932,"2510 CANTRELL RD","Little Rock"," Arkansas"
"15459","2016-145285",61,"THEFT OF PROPERTY MISD",2016-12-26,12,"Monday",-92.365279,34.743736,"8701 RILEY DR","Little Rock"," Arkansas"
"15460","2016-123331",50,"THEFT OF PROPERTY MISD",2016-10-30,10,"Sunday",-92.2927489,34.7499838,"111 S BATTERY ST","Little Rock"," Arkansas"
"15461","2016-105187",71,"THEFT OF PROPERTY MISD",2016-09-17,9,"Saturday",-92.4041971,34.7681225,"1602 GREEN MOUNTAIN DR","Little Rock"," Arkansas"
